Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"J Patrick Connick - Postdoctoral Researcher, LSUHSC New Orleans","Google Scholar Profile",27,200,14,14.29,7.41,43.64,6.85,4.30,7,14,7,1.48,4,24.92,4.99,5.66,11.83,1.99,"2025-08-04 18:00:37",3.11,0.29,94.5,100.0,0,2011,2025,200,9,7,0,0,3
"Eveliny Tomas Nery - Postdoctoral Researcher at Aalto University","Google Scholar Profile",4,202,5,40.40,50.50,28.98,0.60,6.75,4,4,4,0.59,1,49.00,7.00,7.00,13.64,0.60,"2025-08-04 17:59:38",5.79,0.20,100.0,100.0,1,2020,2021,202,3,1,1,1,2
"Iain Muntz - Postdoc, TU Delft","Google Scholar Profile",13,205,5,41.00,15.77,35.91,3.21,5.46,8,13,8,1.36,4,87.03,9.33,14.29,11.31,1.90,"2025-08-04 17:59:04",7.18,0.80,93.7,100.0,2,2020,2023,205,10,9,5,1,5
"Hasi Hays - Postdoctoral Research Associate, University of Arkansas","Google Scholar Profile",10,208,14,14.86,20.80,37.85,2.92,4.80,6,10,6,1.03,3,50.43,7.10,9.51,13.00,1.25,"2025-08-04 17:58:41",2.70,0.21,98.6,100.0,3,2011,2025,208,7,6,3,0,4
"Thomas Matreux - HFSP-Postdoc, ESPCI Paris","Google Scholar Profile",17,215,7,30.71,12.65,33.63,3.52,6.18,8,14,9,1.23,4,89.26,9.45,14.36,12.12,1.41,"2025-08-04 17:58:37",4.80,0.57,98.1,100.0,2,2018,2025,215,10,9,6,1,6
"Federico Fanalista - Postdoc, TU Delft","Google Scholar Profile",6,216,9,24.00,36.00,34.85,1.91,5.00,4,6,4,0.70,4,44.83,6.70,7.59,14.14,0.74,"2025-08-04 17:58:17",3.87,0.44,100.0,100.0,2,2016,2022,216,4,4,3,0,4
"Laila Sakhnini - Postdoctoral Researcher, University of Cambridge","Google Scholar Profile",13,216,9,24.00,16.62,33.87,2.10,6.38,6,13,5,0.90,3,51.81,7.20,7.84,12.96,1.44,"2025-08-04 17:58:13",3.76,0.33,94.4,100.0,2,2016,2025,216,7,5,3,1,4
"Mackenzie J Thompson - Postdoctoral Researcher, University of Califonia, Berkeley","Google Scholar Profile",16,218,5,43.60,13.63,76.90,5.76,3.81,6,14,6,1.57,4,62.67,7.92,18.90,13.42,1.90,"2025-08-04 17:58:08",15.38,0.80,99.1,100.0,3,2020,2025,218,6,6,5,1,5
"Emery T. Usher - Postdoc, Washington University in St. Louis","Google Scholar Profile",22,220,8,27.50,10.00,55.07,6.13,4.77,8,14,11,1.78,4,87.60,9.36,19.05,10.95,3.38,"2025-08-04 17:58:04",6.88,0.50,83.6,97.3,2,2017,2025,220,16,12,6,1,5
"Carla F. Sousa - Post-doc Helmholtz Institute for Pharmaceutical Research Saarland","Google Scholar Profile",18,223,10,22.30,12.39,36.66,3.22,5.83,10,14,8,1.64,4,41.04,6.41,6.77,10.39,2.33,"2025-08-04 17:58:00",3.66,0.40,93.3,100.0,0,2015,2022,223,12,10,2,0,4
"Francesco Reina - Postdoctoral Researcher, Leibniz IPHT, Jena","Google Scholar Profile",26,223,8,27.88,8.58,43.79,6.83,4.62,3,14,5,0.47,2,36.29,6.02,7.45,14.14,1.74,"2025-08-04 17:57:49",5.47,0.25,93.7,100.0,1,2017,2025,223,7,4,1,1,3
"Lucas Le Nagard - Postdoctoral Research Associate, University of Edinburgh","Google Scholar Profile",16,224,7,32.00,14.00,35.69,4.38,5.44,8,14,6,1.25,4,44.67,6.68,7.06,12.57,1.30,"2025-08-04 17:57:42",5.09,0.57,99.1,100.0,1,2018,2024,224,8,6,5,0,5
"Masoud Abkenar - Former post-doctoral researcher in Technical University of Munich","Google Scholar Profile",5,225,12,18.75,45.00,58.67,2.03,3.40,3,5,3,0.82,3,15.13,3.89,4.08,14.70,0.83,"2025-08-04 17:57:41",4.88,0.25,100.0,100.0,1,2013,2017,225,2,2,1,0,2
"Aurélien Barbotin - Postdoctoral researcher, INRAE","Google Scholar Profile",27,230,6,38.33,8.52,37.61,6.66,5.41,8,15,10,1.33,4,61.53,7.84,10.37,12.04,1.96,"2025-08-04 17:57:40",6.26,0.67,90.9,99.6,1,2019,2025,230,11,10,6,0,5
"Tien Phan - Postdoctoral Researcher, Texas A&M University","Google Scholar Profile",20,240,6,40.00,12.00,48.64,4.72,4.80,7,15,9,1.36,5,111.83,10.58,23.82,13.19,2.50,"2025-08-04 17:57:39",8.10,0.83,92.9,100.0,4,2019,2025,240,12,10,8,2,6
"Alexandra Zampetaki - Postdoctoral Researcher, TU Wien","Google Scholar Profile",23,236,13,18.15,10.26,62.31,7.41,3.65,10,15,7,2.56,4,47.62,6.90,11.87,9.49,3.93,"2025-08-04 17:57:39",4.79,0.31,80.5,96.6,1,2012,2024,236,15,6,3,0,4
"Burak Cetin - Postdoctoral researcher","Google Scholar Profile",8,241,5,48.20,30.13,37.37,3.13,4.25,4,8,4,0.67,4,55.67,7.46,9.34,15.00,1.04,"2025-08-04 17:57:37",7.47,0.80,100.0,100.0,2,2020,2022,241,4,4,3,2,4
"Dr Pragati P Kakkar - Postdoctoral Research Fellow, Leeds Institute of Cardiovascular and Metabolic Medicine (LICAMM","Google Scholar Profile",20,241,9,26.78,12.05,41.66,3.16,6.50,9,15,8,1.45,3,50.51,7.11,8.89,11.18,2.24,"2025-08-04 17:57:36",4.62,0.33,85.5,98.3,2,2016,2025,241,14,9,2,0,3
"Guido Petrovich - Postdoc at Harvard Medical School","Google Scholar Profile",5,21,5,4.20,4.20,3.70,1.06,5.00,2,4,2,0.36,1,4.60,2.14,0.82,3.61,0.73,"2025-08-04 17:57:19",0.74,0.20,81.0,100.0,0,2020,2022,21,2,1,0,0,1
"Joseph Tumulty - Postdoctoral Researcher, Children's Hospital of Philadelphia","Google Scholar Profile",8,26,6,4.33,3.25,5.85,3.85,3.50,3,5,3,0.50,1,15.87,3.98,2.58,3.87,0.85,"2025-08-04 17:57:18",0.97,0.17,92.3,100.0,1,2019,2025,26,3,3,1,0,2
"Venkatesh V Ranjan - Postdoc, New Mexico State University","Google Scholar Profile",7,27,10,2.70,3.86,7.57,2.58,3.86,2,5,3,0.57,2,5.43,2.33,1.35,4.58,0.78,"2025-08-04 17:57:17",0.75,0.20,92.6,100.0,0,2015,2025,27,3,2,0,0,2
"Fotios Avgidis - Postdoctoral Research Associate, Yale","Google Scholar Profile",7,27,9,3.00,3.86,7.21,3.74,3.71,3,5,3,0.47,2,12.50,3.54,2.30,3.61,1.74,"2025-08-04 17:57:16",0.80,0.22,81.5,100.0,0,2016,2025,27,3,3,1,0,3
"Tristan C. Paul - Post-Doctoral Fellow, CU Anschutz Medical Campus","Google Scholar Profile",9,28,12,2.33,3.11,8.67,4.98,2.67,4,5,4,0.94,2,10.12,3.18,2.95,2.83,1.48,"2025-08-04 17:57:15",0.72,0.17,85.7,92.9,0,2013,2023,28,5,3,0,0,2
"K. S. Kumar - Postdoctoral researcher, Uniklinikum Bonn","Google Scholar Profile",7,29,8,3.63,4.14,13.83,3.67,2.14,4,5,3,1.78,3,8.50,2.92,4.17,3.61,1.83,"2025-08-04 17:57:15",1.72,0.38,100.0,100.0,0,2017,2023,29,3,2,0,0,2
"Debangana Mukhopadhyay - Postdoctoral Research Scholar, Massachusetts General Hospital, Harvard Medical School","Google Scholar Profile",10,31,6,5.17,3.10,11.17,6.37,2.30,3,5,3,0.90,2,8.50,2.92,2.81,4.69,1.17,"2025-08-04 17:57:13",1.86,0.33,100.0,100.0,0,2019,2025,31,3,2,0,0,2
"Rashmi Agrata - Postdoctoral Researcher, Komander Lab | WEHI","Google Scholar Profile",4,31,6,5.17,7.75,9.50,1.84,3.75,2,4,2,0.57,2,14.33,3.79,6.17,5.20,0.70,"2025-08-04 17:57:12",1.58,0.33,100.0,100.0,1,2019,2025,31,2,2,1,0,2
"TITHI MANDAL - Post doctoral fellow, Université de Genève","Google Scholar Profile",4,35,1,35.00,8.75,5.38,0.71,6.00,3,4,4,0.45,1,35.00,5.92,5.38,4.90,0.70,"2025-08-04 17:57:10",5.38,1.00,94.3,100.0,1,2024,2024,35,4,4,3,1,3
"Ivan Lobaskin - Postdoctoral Research Associate, University of Cambridge","Google Scholar Profile",6,35,5,7.00,5.83,13.83,3.50,2.17,4,5,4,1.45,2,15.77,3.97,5.69,4.36,1.50,"2025-08-04 17:57:09",2.76,0.40,100.0,100.0,0,2020,2024,35,4,4,1,0,3
"Manodeep Mondal - Postdoctoral Research Associate at New York University","Google Scholar Profile",8,36,10,3.60,4.50,10.67,4.16,2.88,2,6,3,0.50,2,9.40,3.07,3.23,5.48,1.17,"2025-08-04 17:57:08",1.06,0.20,94.4,100.0,0,2015,2025,36,3,2,0,0,2
"Peyman Shadmani - Postdoctoral Research Fellow at the Living Systems Institute, University of Exeter","Google Scholar Profile",4,37,8,4.63,9.25,8.07,0.89,4.75,3,4,2,0.60,2,9.81,3.13,1.86,5.00,0.89,"2025-08-04 17:57:07",1.00,0.25,91.9,100.0,0,2017,2023,37,2,2,1,0,2
"Tanmoy Sarkar - Postdoc, Institut ""Jožef Stefan""","Google Scholar Profile",13,38,8,4.75,2.92,14.67,4.59,3.54,4,6,5,1.33,3,14.83,3.85,6.86,3.74,2.17,"2025-08-04 17:57:06",1.83,0.38,78.9,94.7,0,2017,2025,38,5,4,1,0,2
"Laura Casas Ferrer - Postdoctoral Researcher, Georgia Institute of Technology","Google Scholar Profile",4,41,4,10.25,10.25,9.65,0.95,4.25,3,4,3,0.69,2,11.58,3.40,2.70,5.66,0.70,"2025-08-04 17:57:05",2.41,0.50,100.0,100.0,0,2021,2022,41,3,2,1,0,2
"Aritra Sen - Postdoctoral researcher, Surrey lab, CRG Barcelona","Google Scholar Profile",4,41,6,6.83,10.25,7.71,1.30,4.00,3,4,4,0.69,2,11.17,3.34,2.90,5.48,1.29,"2025-08-04 17:57:05",1.28,0.33,95.1,100.0,0,2019,2024,41,4,3,1,0,2
"Maxx Holmes - Postdoctoral Research Associate, University of Oxford","Google Scholar Profile",18,41,7,5.86,2.28,6.77,3.73,6.22,3,6,5,0.47,2,23.59,4.86,3.47,4.80,0.93,"2025-08-04 17:57:03",0.96,0.29,78.0,92.7,1,2018,2025,41,7,5,1,0,3
"Aleksandra N. Kozyrina - Postdoctoral Researcher, University of Glasgow","Google Scholar Profile",10,42,6,7.00,4.20,13.06,2.21,5.10,3,6,4,0.75,2,13.53,3.68,4.02,5.57,0.98,"2025-08-04 17:57:02",2.17,0.33,95.2,100.0,0,2019,2025,42,5,2,2,0,2
"Vincent Hickl - Postdoctoral Researcher, Empa","Google Scholar Profile",12,45,6,7.50,3.75,15.04,5.70,3.00,3,6,4,0.75,2,15.33,3.92,5.13,5.83,1.46,"2025-08-04 17:57:01",2.50,0.33,95.6,100.0,0,2019,2025,45,4,3,1,0,3
"David J Hickey - (Former) postdoctoral researcher, Max Planck Institute for Dynamics and Self-Organisation","Google Scholar Profile",6,46,6,7.67,7.67,13.88,2.31,3.83,3,6,3,0.69,2,17.67,4.20,5.49,5.83,0.98,"2025-08-04 17:57:00",2.31,0.33,93.5,100.0,1,2019,2023,46,3,2,1,0,2
"diarmuid kingsleigh-smith - Ex-Postdoctoral researcher Imperial College London","Google Scholar Profile",1,47,29,1.62,47.00,7.83,0.17,6.00,1,1,1,0.17,1,1.62,1.27,0.27,6.78,0.17,"2025-08-04 17:56:59",0.27,0.03,100.0,100.0,0,1996,1996,47,1,0,0,0,1
"Matthew A Cruz - Postdoc Fellow, Merck &co., Inc.","Google Scholar Profile",11,48,11,4.36,4.36,33.49,4.72,4.18,3,6,3,0.60,2,14.30,3.78,10.96,6.16,1.29,"2025-08-04 17:56:58",3.04,0.18,97.9,100.0,1,2014,2025,48,3,2,1,0,2
"Sujeet Kumar Choudhary - Postdoc, Mediterranean Institute for Advanced Studies (UIB-CSIC)","Google Scholar Profile",5,49,7,7.00,9.80,11.19,2.14,3.40,2,5,2,0.40,2,7.52,2.74,1.77,6.71,0.48,"2025-08-04 17:56:57",1.59,0.29,100.0,100.0,0,2018,2023,49,2,2,0,0,2
"Dr Robert Gibson - Post-doctoral researcher","Google Scholar Profile",23,1263,52,24.29,54.91,264.12,7.23,4.22,12,23,9,2.18,8,74.37,8.62,14.59,32.98,4.20,"2025-08-04 17:56:52",5.07,0.15,97.5,100.0,3,1973,2018,1263,12,10,7,0,7
"Joseph Cirilo - Post-doctoral Scholar, NIH/NHLBI","Google Scholar Profile",15,76,7,10.86,5.07,17.13,5.16,4.33,5,8,6,1.00,2,30.82,5.55,6.50,6.71,1.76,"2025-08-04 17:56:49",2.44,0.29,92.1,100.0,0,2018,2025,76,7,4,4,0,4
"Marina Uroz - Postdoc, The Francis Crick Institute, King's College London","Google Scholar Profile",14,2720,10,272.00,194.29,442.80,2.20,6.64,10,14,12,1.59,8,390.66,19.77,64.07,50.93,2.19,"2025-08-04 17:27:17",44.28,0.80,99.0,100.0,6,2015,2025,2720,14,14,12,5,8
"Ratnikova A. Tatsiana - Post Doctoral Associate Cornell University","Google Scholar Profile",13,1274,16,79.63,98.00,178.29,3.58,5.08,6,13,5,1.03,5,83.88,9.16,12.05,35.17,1.12,"2025-08-04 17:01:19",11.14,0.31,99.9,100.0,2,2009,2015,1274,6,4,4,1,4
"Olga Markova - Post-doc at Institut Curie, Paris","Google Scholar Profile",51,1281,31,41.32,25.12,244.15,13.19,4.49,14,35,11,2.65,8,137.40,11.72,24.82,31.67,4.68,"2025-08-04 17:00:18",7.87,0.26,93.6,100.0,6,1994,2024,1281,17,11,7,1,6
"Josh Jasensky - Postdoctoral Researcher, University of Michigan","Google Scholar Profile",44,1364,18,75.78,31.00,232.98,8.12,6.11,22,36,15,3.21,8,146.89,12.12,24.35,27.66,5.32,"2025-08-04 16:59:48",12.94,0.44,91.6,100.0,2,2007,2018,1364,27,21,12,0,7
"Gadhe Laxmikant - Post Doctoral Researcher, University of Texas Southwestern Medical Center","Google Scholar Profile",27,1424,7,203.43,52.74,189.69,3.84,7.22,15,27,16,1.97,7,371.65,19.28,50.08,33.87,2.94,"2025-08-04 16:59:18",27.09,1.00,96.3,100.0,5,2018,2024,1424,21,19,14,4,8
"Moritz Senger - Post Doc, Uppsala University","Google Scholar Profile",51,1548,10,154.80,30.35,250.97,9.55,6.31,21,39,23,3.04,9,322.90,17.97,51.37,31.70,4.61,"2025-08-04 16:59:01",25.09,0.90,93.4,100.0,11,2015,2025,1548,31,29,23,4,11
"J. Peter Rickgauer - Postdoctoral Research Scientist, HHMI Janelia","Google Scholar Profile",26,1594,25,63.76,61.31,478.11,6.62,5.08,10,26,9,2.38,8,119.85,10.95,36.36,38.29,3.57,"2025-08-04 16:58:49",19.12,0.32,98.2,100.0,5,2000,2024,1594,10,10,7,2,7
"Zheng Shi (师征) - Assistant Professor, Rutgers University-New Brunswick; Postdoc, Harvard; Ph.D., UPenn","Google Scholar Profile",35,1626,12,135.50,46.46,452.96,9.66,5.00,17,35,18,3.44,11,272.09,16.50,67.28,35.90,4.93,"2025-08-04 16:58:42",37.74,0.92,97.0,100.0,9,2013,2025,1626,25,23,17,4,9
"Che-Hang Yu - Lead Engineer/Postdoc, UC Santa Barbara","Google Scholar Profile",60,1673,19,88.05,27.88,252.03,12.76,5.98,21,40,14,2.98,9,252.24,15.88,37.78,34.32,4.05,"2025-08-04 16:58:18",13.26,0.47,96.8,100.0,5,2006,2025,1673,27,23,11,3,8
"Dr. Stefan Golfier - Postdoc, Max Planck Institute of Cell Biology and Genetics (MPI-CBG) &physics of complex systems","Google Scholar Profile",18,1964,10,196.40,109.11,288.66,3.95,6.00,11,18,10,1.61,8,292.17,17.09,44.95,42.88,1.80,"2025-08-04 16:58:13",28.86,0.80,99.8,100.0,8,2015,2025,1964,11,10,9,6,9
"Hannelore Bové, Ph.D. - Post-Doctoral Researcher at Hasselt University and KU Leuven","Google Scholar Profile",55,2074,11,188.55,37.71,307.22,9.70,6.35,22,45,20,3.27,9,401.97,20.05,59.58,38.64,4.34,"2025-08-04 16:58:01",27.92,0.82,95.3,100.0,9,2014,2025,2074,31,27,20,5,10
"Marius Wanko - Postdoc Juan de la Cierva Fellow, University of the Basque Country","Google Scholar Profile",36,2167,23,94.22,60.19,367.84,9.10,5.19,20,36,13,3.60,12,174.78,13.22,28.36,41.05,5.38,"2025-08-04 16:57:59",15.99,0.52,96.2,100.0,5,2002,2023,2167,24,21,7,1,7
"Mohammad Amin Abolghassemi Fakhree - PostDoc, University of Twente","Google Scholar Profile",62,2674,18,148.56,43.13,762.89,18.37,4.13,26,51,15,6.15,13,257.34,16.04,67.23,42.68,8.72,"2025-08-04 16:57:48",42.38,0.72,93.4,100.0,6,2007,2023,2674,30,25,13,3,7
"Yuan Lin - Postdoc at Stanford University","Google Scholar Profile",5,4146,10,414.60,829.20,847.52,1.00,5.80,5,5,5,0.86,5,469.75,21.67,94.29,64.20,0.99,"2025-08-04 16:57:45",84.75,0.50,100.0,100.0,5,2015,2018,4146,5,5,5,5,5
"Leonardo Trabuco - Postdoctoral Research Fellow, University of Heidelberg","Google Scholar Profile",46,4549,23,197.78,98.89,850.68,13.27,4.78,21,46,18,3.94,15,287.64,16.96,54.02,63.91,4.53,"2025-08-04 16:57:42",36.98,0.65,99.5,100.0,7,2002,2019,4549,21,21,13,4,9
"Aaron R Hall - Postdoctoral Researcher, Los Alamos National Laboratory","Google Scholar Profile",15,50,8,6.25,3.33,11.87,4.66,3.93,4,7,6,0.76,2,19.15,4.38,4.32,5.10,1.29,"2025-08-04 16:57:27",1.48,0.25,84.0,100.0,0,2017,2024,50,6,5,1,0,3
"Adam Mani - Postdoctoral Research Associate, Brown University","Google Scholar Profile",7,329,15,21.93,47.00,69.33,1.72,5.29,5,7,5,0.83,4,90.81,9.53,14.50,17.29,1.39,"2025-08-04 16:57:18",4.62,0.27,98.5,100.0,2,2010,2023,329,6,4,4,1,4
"Adrian W Hodel - Postdoctoral Research Fellow","Google Scholar Profile",20,731,12,60.92,36.55,113.65,4.25,5.90,9,20,10,1.40,6,102.16,10.11,15.65,25.06,2.07,"2025-08-04 16:57:15",9.47,0.50,97.0,100.0,5,2013,2025,731,13,10,7,0,6
"Aiswarya N M - Post Doctoral Researcher, Department of Physics, University of Tokyo","Google Scholar Profile",3,7,3,2.33,2.33,1.40,0.60,5.00,1,2,1,0.20,1,2.33,1.53,0.47,2.45,0.20,"2025-08-04 16:57:13",0.46,0.33,100.0,100.0,0,2022,2024,7,1,1,0,0,1
"Alberto Gatta - Post-doctoral Research Associate, The Francis Crick Institute","Google Scholar Profile",14,2123,15,141.53,151.64,533.80,3.99,5.00,11,14,10,2.12,8,271.35,16.47,72.15,44.72,2.65,"2025-08-04 16:57:12",35.58,0.53,99.9,100.0,7,2010,2021,2123,11,11,9,6,9
"Aleksandra N. Kozyrina - Postdoctoral Researcher, University of Glasgow","Google Scholar Profile",10,42,6,7.00,4.20,13.06,2.21,5.10,3,6,4,0.75,2,13.53,3.68,4.02,5.57,0.98,"2025-08-04 16:57:02",2.17,0.33,95.2,100.0,0,2019,2025,42,5,2,2,0,2
"Alessandro Berselli - postdoc, Università degli studi di Modena e Reggio Emilia","Google Scholar Profile",21,163,6,27.17,7.76,37.11,6.88,4.48,6,12,9,1.33,4,52.58,7.25,12.29,10.72,2.05,"2025-08-04 16:56:59",6.18,0.67,92.6,100.0,0,2019,2025,163,10,9,6,0,5
"Alexandra Zampetaki - Postdoctoral Researcher, TU Wien","Google Scholar Profile",23,236,13,18.15,10.26,62.31,7.41,3.65,10,15,7,2.56,4,47.62,6.90,11.87,9.49,3.93,"2025-08-04 16:56:58",4.79,0.31,80.5,96.6,1,2012,2024,236,15,6,3,0,4
"Alexis MOREAU - Post-Doctoral Associate_MCDB_Yale University","Google Scholar Profile",17,275,7,39.29,16.18,35.16,3.74,6.24,4,16,6,0.50,3,60.31,7.77,8.12,15.75,1.18,"2025-08-04 16:56:56",5.02,0.43,96.0,100.0,3,2018,2025,275,8,6,3,0,4
"Alice Verchere - Post-doctoral fellow, Weill Cornell Medicine","Google Scholar Profile",25,531,13,40.85,21.24,100.67,7.17,4.88,10,23,8,1.82,5,61.33,7.83,11.06,19.67,3.99,"2025-08-04 16:56:48",7.74,0.38,91.7,100.0,1,2012,2024,531,11,8,2,1,4
"Alvaro del Moral - Postdoctoral Research Assistant","Google Scholar Profile",13,52,7,7.43,4.00,9.58,3.66,4.69,3,7,3,0.53,2,10.46,3.23,1.89,6.40,0.98,"2025-08-04 16:56:46",1.36,0.29,96.2,100.0,0,2018,2025,52,3,2,0,0,2
"Ana Lucía Campaña - Post-Doctoral research fellow, Universitetet i Oslo","Google Scholar Profile",20,269,8,33.63,13.45,49.56,5.75,4.85,7,16,8,1.20,3,68.75,8.29,14.63,13.96,2.19,"2025-08-04 16:56:45",6.19,0.38,90.7,100.0,2,2017,2024,269,11,8,4,1,4
"Anaïs Bailles - Postdoc, Max Planck Institute of Molecular Cell Biology and Genetics","Google Scholar Profile",7,491,10,49.10,70.14,87.69,2.39,4.29,5,7,5,0.96,3,86.37,9.29,18.02,21.56,1.06,"2025-08-04 16:56:43",8.76,0.30,99.8,100.0,3,2015,2024,491,5,5,5,3,5
"André Luis Lira - Postdoctoral Research Fellow - Oregon Health and Science University (OHSU)","Google Scholar Profile",21,166,9,18.44,7.90,29.31,5.50,5.43,7,12,7,1.29,4,45.96,6.78,7.90,10.58,1.53,"2025-08-04 16:56:43",3.25,0.44,97.0,100.0,1,2016,2025,166,9,7,4,0,4
"Andrew J. Trease - Postdoctoral research associate","Google Scholar Profile",26,463,12,38.58,17.81,75.27,5.18,6.04,11,21,10,1.64,5,70.41,8.39,11.25,16.79,2.76,"2025-08-04 16:56:41",6.27,0.42,87.0,100.0,1,2013,2023,463,18,13,4,0,5
"Anil Kumar Sahoo - Postdoc, Department of Physics, Freie Universität Berlin","Google Scholar Profile",20,463,10,46.30,23.15,83.87,4.97,5.05,11,20,10,1.98,6,104.31,10.21,18.22,17.83,3.18,"2025-08-04 16:55:41",8.38,0.60,94.8,100.0,2,2015,2025,463,15,13,7,2,5
"Anita Girelli - PostDoc Stockholm University","Google Scholar Profile",17,226,5,45.20,13.29,34.35,3.41,6.41,7,15,8,1.07,4,66.15,8.13,10.09,12.65,1.83,"2025-08-04 16:55:26",6.87,0.80,92.5,100.0,3,2020,2025,226,12,10,4,0,4
"Anoop Vadakan Cherian - Postdoctoral Research Scientist","Google Scholar Profile",25,250,17,14.71,10.00,57.41,5.52,5.56,6,15,6,1.20,5,36.39,6.03,7.28,14.59,1.43,"2025-08-04 16:54:56",3.37,0.29,99.6,100.0,1,2008,2025,250,7,4,3,0,4
"Ardo Illaste - University of Bern, Dept. of Physiology, Postdoc","Google Scholar Profile",22,152,16,9.50,6.91,31.96,6.14,4.18,5,12,5,1.00,4,13.69,3.70,2.91,11.18,1.04,"2025-08-04 16:54:27",1.99,0.25,98.7,100.0,0,2009,2019,152,5,4,0,0,3
"Aritra Sen - Postdoctoral researcher, Surrey lab, CRG Barcelona","Google Scholar Profile",4,41,6,6.83,10.25,7.71,1.30,4.00,3,4,4,0.69,2,11.17,3.34,2.90,5.48,1.29,"2025-08-04 16:54:27",1.28,0.33,95.1,100.0,0,2019,2024,41,4,3,1,0,2
"Arpan Dey - Postdoctoral Research Associate","Google Scholar Profile",23,61,5,12.20,2.65,10.14,5.09,5.74,4,7,6,0.62,2,17.45,4.18,2.94,6.16,1.18,"2025-08-04 16:54:25",2.02,0.40,88.5,100.0,0,2020,2025,61,6,4,1,0,2
"Artu Breuer - Post Doc, University of Copenhagen","Google Scholar Profile",5,359,7,51.29,71.80,52.54,0.80,6.40,4,5,4,0.62,4,81.92,9.05,11.91,18.52,0.63,"2025-08-04 16:53:25",7.50,0.57,100.0,100.0,3,2018,2024,359,4,4,3,2,4
"Asli Yildirim - Postdoctoral Researcher, UCLA","Google Scholar Profile",19,332,13,25.54,17.47,69.41,5.73,5.11,10,18,10,1.69,5,97.23,9.86,17.13,14.28,2.83,"2025-08-04 16:52:25",5.33,0.38,91.6,100.0,3,2012,2025,332,12,10,7,1,6
"Athanasios G. Athanassiadis - Postdoctoral Researcher, Heidelberg University","Google Scholar Profile",30,914,13,70.31,30.47,167.04,11.60,4.23,11,30,9,1.95,7,180.29,13.43,32.58,27.62,3.95,"2025-08-04 16:51:25",12.84,0.54,96.7,100.0,4,2012,2025,914,16,12,8,4,7
"Aviram Gelblum - Post-doctoral fellow in physics, Weizmann Institute Of Science","Google Scholar Profile",12,535,11,48.64,44.58,96.91,3.36,4.83,5,12,5,0.89,5,66.08,8.13,12.17,22.36,1.24,"2025-08-04 16:50:25",8.81,0.45,98.1,100.0,2,2014,2021,535,5,5,4,1,4
"Azadeh Ghanbari - Postdoctoral Researcher, Helmholtz Centre for Infection Research (HZI)","Google Scholar Profile",19,1048,35,29.94,55.16,235.22,6.20,3.68,11,19,8,2.81,8,80.57,8.98,17.71,29.90,3.78,"2025-08-04 16:49:25",6.72,0.23,96.9,100.0,2,1990,2023,1048,9,8,6,1,6
"Benjamin Zoller - Postdoc, Institut Pasteur","Google Scholar Profile",19,901,17,53.00,47.42,212.63,5.58,4.00,9,19,10,2.03,8,151.38,12.30,36.72,28.09,3.38,"2025-08-04 16:49:10",12.50,0.47,96.6,100.0,5,2008,2025,901,14,10,9,3,7
"Bhupender S. Gupta - Post Doctoral Fellow, National Taiwan University of Science and Technology","Google Scholar Profile",20,441,14,31.50,22.05,145.50,6.92,3.00,14,20,8,4.56,8,42.65,6.53,14.07,14.21,5.83,"2025-08-04 16:48:35",10.39,0.57,90.2,100.0,0,2011,2018,441,16,9,1,0,3
"Bing Fu - Assistant Professor, City University of Hong Kong; postdoc, Cornell University","Google Scholar Profile",15,216,12,18.00,14.40,45.40,4.90,5.07,6,14,7,0.92,3,48.69,6.98,8.55,13.04,1.70,"2025-08-04 16:48:11",3.78,0.25,95.4,100.0,2,2013,2025,216,10,7,5,0,5
"Björn Hellenkamp - Postdoc, Columbia University","Google Scholar Profile",22,1224,15,81.60,55.64,231.34,6.54,5.14,11,22,10,1.89,7,171.55,13.10,30.89,32.91,3.20,"2025-08-04 16:48:10",15.42,0.47,98.4,100.0,5,2010,2024,1224,12,11,8,1,8
"Brandt Bertrand - Postdoctoral researcher","Google Scholar Profile",32,667,12,55.58,20.84,174.83,8.35,4.13,16,25,14,3.76,8,104.53,10.22,27.29,19.39,4.67,"2025-08-04 16:47:55",14.56,0.67,94.8,100.0,2,2013,2025,667,22,21,8,0,6
"Byeongseon Yang - Postdoctoral Researcher, University of Basel","Google Scholar Profile",25,991,13,76.23,39.64,187.08,4.55,5.88,14,25,13,2.42,9,152.88,12.36,28.78,27.15,3.82,"2025-08-04 16:47:43",14.39,0.69,94.1,100.0,6,2012,2025,991,21,20,11,1,9
"Carla F. Sousa - Post-doc Helmholtz Institute for Pharmaceutical Research Saarland","Google Scholar Profile",18,223,10,22.30,12.39,36.66,3.22,5.83,10,14,8,1.64,4,41.04,6.41,6.77,10.39,2.33,"2025-08-04 16:47:39",3.66,0.40,93.3,100.0,0,2015,2022,223,12,10,2,0,4
"Carolina Camelo - Postdoc at IST Austria","Google Scholar Profile",20,64,10,6.40,3.20,20.72,6.26,5.25,5,8,4,1.14,3,17.93,4.23,5.09,5.66,2.49,"2025-08-04 16:47:36",2.07,0.30,89.1,100.0,0,2015,2025,64,5,4,1,0,3
